SOURCE_ID,COUNTRY_CODE,SOURCE_NAME,PUBLISHER,SOURCE_TYPE,ANNOUNCEMENT_DATE,LINK,SOURCE_SUMMARY,NOTES,INCLUDE_IN_TOOL
108,MLT,Malta’s 2030 National Energy and Climate Plan,"THE MINISTRY FOR THE ENVIRONMENT, ENERGY AND ENTERPRISE",National strategy or plans (approved),2019-12-01,https://energy.ec.europa.eu/system/files/2020-01/mt_final_necp_main_en_0.pdf,"Malta has not submitted an updated Draft NECP in 2023. Thus, its target numbers reference the 2019 Final NECP Submission as no new sources have been provided. Although the NECP highlights Malta’s energy policy will focus on exploring its renewable energy potential, the contributions pertain mainly to solar, with a small share dedicated to waste-to-energy plants in Malta’s renewable electricity generation targets. The 2019 NECP lists capacity and generation targets for 2030 for both solar and waste-to-energy using a “With Planned Measures” Scenario. It is also worth noting that Malta is currently fossil-based in its electricity generation, and its electricity grid is linked to the European grid via the 200MW Malta-Italy subsea interconnector.","Data taken from Europe team's first version of the NECP tracking sheet

https://docs.google.com/spreadsheets/d/1hCR5k1QoOscoVvA0x5kV6vL_L44Fpoln6Ze1oGDE5Es/edit#gid=1083019848

p. 191 Figure 102 - Installed capacity by source under WPM scenario (MW), 2018-2040 
",TRUE
120,ROU,Romania energy strategy 2022-2030,Ministry of Energy,National strategy or plans (approved),2022-08-01,https://energie.gov.ro/wp-content/uploads/2022/08/Strategia-2030_DGJRI_AM_12.08.2022_MU_Clean_25.08.2022-1.pdf,"Romania's Energy Strategy 2022 published by the Ministry of Energy establishes targets and objectives for the power sector development, taking the EU 2030 targets into account. The Strategy sets targets for gross electricity production by fuel. However, it does not specify how much capacity would be built to meet this target.",p. 58,TRUE
129,GRC,NATIONAL ENERGY AND CLIMATE PLAN,Hellenic Republic Ministry of Environment and Energy,National strategy or plans (approved),2023-11-06,https://commission.europa.eu/system/files/2023-11/GREECE%20-%20DRAFT%20UPDATED%20NECP%202021-2030%20EN.pdf,"Greece submitted its updated NECP in November 2023. A key objective of the NECP is for Greece to follow a complete end to the use of lignite for power generation by 2028 and a shutdown of all lignite-fired power plants in operation by the end of 2023. The share of generation for renewables in Greece’s electricity sector is already at approximately 44%, with further plans to galvanise the country’s high potential for wind and photovoltaic plants. To achieve these targets, the Government of Greece is exploring a new electricity market model that is aimed to simplify and speeding up licensing procedures to foster faster renewable deployments. In consideration of the geographical characteristics of Greece and its coverage of islands, additional measures include energy isolation of islands by 2029 through leveraging hybrid renewable energy power generation systems. It is noted that the updated NECP is more ambitious than the previous version, as it has raised the share of generation for each renewable technology, and fully eliminates the share of lignite.","p. 302 Table 45 for capacity, p. 301 Table 44

page 8: ""The total capacity of battery storage systems is expected to reach a maximum of 3.1 GW by 2030.""

Table, page 7 ""The total power of pumped storage systems is expected to reach 2.2 GW by 2030""",TRUE
134,NZL,"Terms of Reference, New Zealand Energy Strategy ","Ministry of Business, Innovation & Employment (MBIE)",National strategy or plans (approved),2023-10-01,https://www.mbie.govt.nz/dmsdocument/25373-terms-of-reference-new-zealand-energy-strategy," The terms of reference for the Strategy set out MBIE’s scope, objectives, and approach. The New Zealand Energy Strategy, led by the Ministry of Business, Innovation, and Employment (MBIE), aims to transition New Zealand to a net-zero carbon economy by 2050. New Zealand aims to reach 100% clean electricity by 2030. ",,TRUE
135,NZL,Electricity Demand and Generation Scenarios: Scenario and Results Summary,"Ministry of Business, Innovation & Employment (MBIE)",National strategy or plans (approved),2019-07-01,https://www.mbie.govt.nz/dmsdocument/5977-electricity-demand-and-generation-scenarios-report-2019-pdf,"The Ministry of Business, Innovation & Employment (MBIE) develops and delivers policies, services, advice and regulations to support the economic growth of New Zealand. The MBIE has prepared an energy outlook document in 2019, with an expected 2023 update that has just finalised the public consultation process. The document presents the results of the Electricity Demand and Generation Scenarios (EDGS) modelling performed by the MBIE with 4 scenarios. Data from the ""New build-Disruptive"" Scenario is used, as it is the most ambitious one, in which improved technologies are expected to develop. More information on scenario assumptions can be found on pg. 13 of the document. Capacity additions are provided with fuel breakdowns.

The MBIE is currently preparing a 2023 update of the document and scenarios, thus the 2019 version of the data is used. ",,TRUE
136,NZL,New Zealand's Energy Outlook: Electricity Insight Source Data,"Ministry of Business, Innovation & Employment (MBIE)",National strategy or plans (approved),2019-07-01,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Fwww.mbie.govt.nz%2Fassets%2FData-Files%2FEnergy%2Felectricity-demand-and-generation-scenarios-data-and-charts-2019.xlsx&wdOrigin=BROWSELINK,"Data from the ""New build - Disruptive"" scenario from the MBIE's EDGS report.",,TRUE
137,NZL,New Zealand's Energy Outlook: Electricity Insight,"Ministry of Business, Innovation & Employment (MBIE)",National strategy or plans (approved),2013-06-26,https://www.mbie.govt.nz/assets/1597b02644/nz-energy-outlook-electricity-insight.pdf,"The Electricity Insight edition of New Zealand’s Energy Outlook prepared by the MBIE serves as a long-term guidance document, providing insights for investors, grid planners, policy makers and consumers using scenario analysis.

Four scenarios are presented: Mixed Renewables, High Geothermal Access, Low Cost Fossil Fuels and Global Low Carbon. In the analysis, data from the Global Low Carbon scenario is used as the most ambitious. The scenario assumes the enactment of a global agreement to limit climate change, with technological advances further reducing the cost of wind and solar, hence increasing their uptake. 

It should be noted that other renewables comprises mainly of geothermal.",,TRUE
138,DZA,Algeria Renewable Energy Development Program,Ministry of Energy and Mines,National strategy or plans (approved),2015-05-01,"https://www.energy.gov.dz/?rubrique=energies-nouvelles-renouvelables-et-maitrise-de-lrenergie#:~:text=Le%20programme%20des%20%C3%A9nergies%20renouvelables%20dans%20sa%20version%20actualis%C3%A9e%2C%20consiste,conditions%20du%20march%C3%A9%20le%20permettent","Algeria's Ministry of Energy and Mines indicates that the country will add 22 GW of renewable power by 2030, of which over 15 GW comprises solar (including both CSP and PV). The category for ""Hydro, bio, and other renewables"" consists of geothermal and biomass, and excludes cogeneration. The Plan is outdated as it was developed in 2015.

Share of generation of generation from renewables is stated to reach 27% by 2030: ""37 % de la capacité installée d’ici 2030 et 27 % de la production d’électricité destinée à la consommation nationale, seront d’origine renouvelable.""","Section Name of the Website: PROGRAMME DE DEVELOPPEMENT DES ENERGIES RENOUVELABLES 

Translation: RENEWABLE ENERGY DEVELOPMENT PROGRAM",TRUE
139,SRB,Integrated National Energy and Climate Plan of the Republic of Serbia,Ministry of Mining and Energy,National strategy or plans (approved),2023-06-29,https://www.mre.gov.rs/extfile/sector/sr/871/8/04%20-%20Integrated%20National%20Energy%20and%20Climate%20Plan%20of%20the%20Republic%20of%20Serbia%20for%20the%20period%20up%20to%202030%20with%20a%20vision%20to%202050.pdf,"Serbia submitted its INECP (Intended National Energy and Climate Plan) in June 2023 in compliance with the country's EU candidacy requirement fulfilment. The report provides explicit targets for capacity and generation, although no fuel breakdowns are provided in the share of generation figures. 

The share of RES in total electricity generation is projected to increase to 29% in 2030 and to spike to 38% in 2050. Capacity targets are provided in percentage of total capacity. As such, data for fuel capacity breakdowns are derived from applying the indicated percentage makeup of the fuel by the total 9.3 GW installed capacity. Hydro includes pumped storage. Furthermore, ""Industrial CHP"" is categorized under ""bioenergy"" as research on Serbia's energy profile would suggest.","p. 53 includes policy details.

Figure 4.15 for the total share of RES in electricity production

Figure 4.16 for the share of RES in installed capacity",TRUE
140,BIH,"BOSNIA AND HERZEGOVINA
INTEGRATED ENERGY AND CLIMATE PLAN",Ministry of Foreign Trade and Economic Relations of Bosnia and Herzegovina,National strategy or plans (approved),2023-06-30,https://www.energy-community.org/dam/jcr:fffa65bf-d137-454d-aad7-992eee783af6/NECP%20BiH%20v.7_ENG.pdf,"As a potential candidate for EU membership, Bosnia and Herzegovina undertook the Stabilisation and Association Agreement (SAA) between the EU and BiH, which entered into force in 2015. Per Article 107 of the SAA, activities in the field of energy are to be developed to integrate BiH into the European energy markets. In compliance with the country's EU candidacy requirement fulfilment, Bosnia's Integrated Energy and Climate Plan (INECP) was subnmited in June 2023. The plan establishes links between the existing elements of the country's long-term goals within the energy sector and defines a new approach for stronger cooperation between sectors to reach decarbonisation by 2030 and carbon neutrality by 2050. 

Bosnia's INECP provides 2030 capacity and generation targets for renewables. Although capacity targets for 2030 are provided, share of generation is not provided. However, data for generation from renewable sources is given, as well as the RES-E share for 2030. ","Capacity and electricity production from RES on p. 71, Table 11:
""Total actual contribution (installed capacity, gross electricity production) of each renewable energy technology in electricity production in Bosnia and Herzegovina in 2030""

Diagram 19: The trajectory of priority capacities for the production of electricity from renewable sources by different technologies in Bosnia and Herzegovina for the period 2022-2030

p. 67 for RES share in electricity consumption in 2030 (RES-E)",TRUE
142,KEN,KENYA ENERGY TRANSITION & INVESTMENT PLAN 2023 - 2050,"Republic of Kenya, Ministry of Energy and Petroleum",National strategy or plans (approved),2023-12-23,https://energy.go.ke/sites/default/files/KAWI/Kenya-ETIP-2050%202.pdf,"Before COP28 in December 2023, The Ministry of Energy and Petroleum for the Republic of Kenya released the Energy Transition and Investment Plan 2023-2050, illustrating its commitment and the course of action to enable its energy transition. 

The report provides installed capacity targets up to 2050. Kenya aims to meet its growing power demand with renewables in the upcoming years, driven mainly by solar. As Kenya aims to reach 100% renewable energy in its power sector, the report's categorization of fuels indicates low carbon technologies will reach 87%. This is due to the ""Biofuels/hydrogen/LNG/others"" category being considered as renewable but not low-carbon.

The data was taken from a bar chart using WebPlotDigitizer and may not align perfectly.","p. 50 of the report for share of generation
p. 51 of the report for installed capacity
p. 55 of the report for demand

Table Name example: ""The growth in generation requires a substantial growth in new capacity, dominated by solar. Power Generation Mix - NZE, GW""",TRUE
145,BGD,Integrated Energy and Power Master Plan (IEPMP) 2023,"Ministry of Power, Energy and Mineral Resources Government of the People’s Republic of Bangladesh",National strategy or plans (approved),2023-07-01,https://powerdivision.portal.gov.bd/sites/default/files/files/powerdivision.portal.gov.bd/page/4f81bf4d_1180_4c53_b27c_8fa0eb11e2c1/IEPMP%202023.pdf,"Bangladesh reviewed its various existing energy plans and consolidated them into a comprehensive national plan that sets out a tangible development roadmap. 
 The Ministry of Power, Energy and Mineral Resources (MPEMR) of the Government of Bangladesh, with support from the Japan International Cooperation Agency (JICA) approved the Integrated Energy and Power Master Plan (IEPMP) in July 2023. The plan aims to develop a long-term energy plan up to 2050, supported by middle and long-term energy policies to establish a low-carbon and decarbonized economy. 

It should be noted that the plan includes imports in the mix of fuels for share of generation. Since data in the tracker excludes generation, share of generation for renewables by deriving the percentage of renewables excluding imports. It was also indicated in the plan's stakeholder meeting notes that the renewable electricity generation targets do not seem feasible considering renewables only accounted for 1% of total generation in 2022.

Data in the tracker references the Advanced Technology Scenario (ATS) PP2041, which builds upon the reference scenario with improved measures to render clean energy practices affordable and achievable. Figures were taken using WebPlotDigitizer and may thus not perfectly align.
","Table 4.3-1 Outlook of Power Supply

Figure 4.3-2 Power Generation Mix for share of generation percentage figures

Capacity: p. 79 of the report
Figure 5.4-2 Composition of the installed capacity: PP2041",TRUE
147,KHM,Power Development Master Plan 2022-2040,Royal Government of Cambodia,National strategy or plans (approved),2023-03-17,https://media.vdb-loi.com/wp-content/uploads/2023/06/Final-PDP-Cambodia-English-version.pdf,"The Royal Government of the Kingdom of Cambodia (RGC) has approved the Power Development Masterplan (PDP), with support from the Asian Development Bank (ADB). The preparation of the PDP was guided by an inter-agency technical working group of the RGC, and its different components were reviewed and approved by the committee led by the Ministry of Mines and Energy prior to undergoing public consultations and its final approval by the Royal Government of Cambodia.

The PDP is Cambodia’s first long-term plan for its power sector, comprising a broad range of scenarios for a 20-year planning period covering demand growth, the expansion of power generation sources, and the development of the transmission and distribution network. Several scenarios are presented in the plan; however, it is indicated in the document that Scenario 4 was selected as the final generation expansion development plan for 2022-2040. The scenario aims to leverage Liquified Natural Gas (LNG) plants in replacement of coal, increase the uptake of renewables, and incorporate energy savings. As such, data in the tracker also references Scenario 4.

Capacity figures for 2030, as well as demand projections with and without energy efficiency measures, are provided in the plan. ","p. 9 of the document: ""Under scenario 4, the domestic installed capacity supply mix in 2030 will be comprised of 2,266 MW of Coal (40.4%), 1,558 MW of Hydro (27.7%), 490 MW of Fuel Oil (8.7%), 1,005 MW of Solar PV (17.9), 200 MW of Battery Energy Storage System (BESS) (3.6%), 98 MW of Biomass (1.7%)..."" 

Capacity figures also provided in Annex 2: Generation Expansion Development Plan 2022-2040, Figure 4 Cambodia’s PDP Generation Plan / Installed Power Capacity (2022-2040)

p. 3 of the document for demand: ""By implementing the NEEP, Cambodia’s electricity demand under the Medium Demand Growth case is projected to 30 TWh by 2030""

Demand also shown in Annex 1:  Demand Forecast 2021-2040, Figure 1 Cambodia PDP Energy Demand Forecast (GWh/TWh) 
",TRUE
150,KEN,Kenya Energy Transition & Investment Plan Presentation,"Republic of Kenya, Ministry of Energy and Petroleum",National strategy or plans (approved),2023-12-23,https://energy.go.ke/sites/default/files/KAWI/Other%20Downloads/Kenya%20ETIP%202050%20-%20full%20doc_final%20231023.pdf,The document also displays the Government of Kenya's target of reaching 100% renewable energy in power generation by 2030.,The document also displays the Government of Kenya's target of reaching 100% renewable energy in power generation by 2030.  p. 19 of presentation for 100% renewables by 2030,TRUE
151,COD,Rapport Annuel 2022,Autorité de Régulation Du Secteur de l'Electricité,National strategy or plans (approved),2023-05-01,https://are.gouv.cd/wp-content/uploads/2023/05/ARE-RAP-2022-RAPPORT-ANNUEL-2022-6.pdf,DRC's total installed capacity in 2030 will be 6200 MW.,"""La puissance installée totale du pays passerait de ce fait de 2 980 MW à un peu plus de près de 6 200 MW, soit une augmentation d’un peu plus de 100%. Les projections en termes de capacité installée fin 2030 se présentent par conséquent de la manière suivante""",TRUE
152,NGA,NATIONAL RENEWABLE ENERGY AND ENERGY EFFICIENCY POLICY (NREEEP),Federal Executive Council (FEC) For the Electricity Sector,National strategy or plans (approved),2015-04-20,https://www.power.gov.ng/download/NREEE%20POLICY%202015-%20FEC%20APPROVED%20COPY.pdf,"The NREEEP is a policy document approved by the Federal Executive Council (FEC) in 2015 and forms the overarching policy on renewable energy and energy efficiency in Nigeria. The NREEEP sets out the Nigerian government's blueprint to harness the country's renewable energy and energy efficiency resources to drive sustainable development across the country. Developed in line with the country's national energy policy, the NREEEP outlines the government's programs and measures for deploying renewable energy and energy efficiency technologies and practices towards facilitating Nigeria's green transition. ",p. 3 of the report has the renewable energy capacity figures,TRUE
153,NGA,National Renewable Energy Action Plans (NREAP) 2016,"THE FEDERAL REPUBLIC OF NIGERIA, NATIONAL COUNCIL ON POWER (NACOP)",National strategy or plans (approved),2016-07-14,https://www.se4all-africa.org/fileadmin/uploads/se4all/Documents/Country_PANER/Nigeria_National_Renewable_Energy_Action_Plans_.pdf,The National Renewable Energy Action Plans (NREAP) document was developed by Nigeria's National Council of Power (NACOP) and serves as the main document to provide insight into Nigeria's renewable energy potential and policy agendas to accomplish its climate goals. Both capacity and generation figures are provided with fuel breakdowns for 2030.,"p. 6 of the report: ""This analysis indicates that delivering 16% renewable energy by 2030 is feasible through domestic action and could be achieved with the following proportion of energy consumption in the electricity sector coming from renewables: Small Hydropower (7.07%); Solar (5.90%); Biomass (2.78%); and Wind (0.25%).""

p. 10, Table 7: Targets for the share of grid-connected renewable energy in 2010, 2020 and 2030
Table 8: National 2020 and 2030 targets and estimated trajectory of grid-connected renewable energy generation (MWh)

p. 11 and 12 for charts with detailed fuel breakdowns for capacity and generation.
p. 17, Table 12: National 2020 and 2030 targets and estimated trajectory for off-grid RE systems

Please follow along to total hydro and non-hydro capacity and generation figures to try and piece together the unconventional formatting of decimal places of tables on p. 11 and 12.",TRUE
156,POL,National Plan in the field of Energy and Climate by 2030,Ministry of Climate and Environment,National strategy or plans (approved),2024-03-05,https://commission.europa.eu/document/download/5118b15e-d380-49ae-b8bb-41cc81a28e15_en?filename=PL_NECPupdate_Projekt_EN.pdf,"In March 2024, Poland updated its NECP document, with a plan to submit an updated draft NECP by 30 June 2024. Explicit 2030 targets for capacity are provided with fuel breakdowns, as well as the share of generation from renewables indicated as 51%. 

Other fossil includes fuel oil, as well as ""high-methane and nitrogen-rich natural gas, mine drainage gas, associated petroleum gas."" Hydro does not include pumped hydro.","p. 20 (WEM Scenario)

Annex 1:
p. 79, Table 2.65 ""Gross electricity production (TWh)""
p. 80, Table 2.66. ""Net capacity of power generation sources by technology (reference scenario) [MW]""",TRUE
157,ECU,"Plan Maestro de Electricidad
",Ministry of Energy and Mines,National strategy or plans (approved),2020-01-14,https://www.recursosyenergia.gob.ec/plan-maestro-de-electricidad/,"In 2020, Ecuador's Ministry of Energy and Mines prepared the Master Plan of Electrification (""Plan Maestro de Electricidad"") under the guidelines of the National Development Plan to optimise the use of renewable power generation resources and to encourage energy efficiency. Both plans were prepared in accordance with the New Electricity Law (Ley Orgánica del Servicio Publico de energía eléctrica) of Ecuador, which entered into force in 2015.

Targets are broken down by renewable project from 2022 to 2030. As such, each renewable technology from 2022 to 2030 are aggregated to derive the 2030 total. Confidence level is medium as the document references an authoritative modelling study. Capacity for gas is named as ""thermal"" in the original document.",Anexo: Ajustes tables PME -> Capacity and generation breakdowns are provided here.,TRUE
158,MNG,Mongolia State Policy on Energy 2015-2030,Ministry of Energy Mongolia,National strategy or plans (approved),2015-06-19,https://energy.gov.mn/laws/show/id/202,"In 2015, the Government of Mongolia adopted the State Policy on Energy for 2015-2030. The main objectives of the policy are to foster energy security, to assure sustainability of the energy sector development, and to create the basis for faster deployment of renewables in the future.

The Policy establishes interim and final goals in two stages: 2015 to 2023 and 2024 to 2030. The only figures provided for 2030 state that ""the share of renewable energy in the total installed capacity will reach 30 percent.""",,TRUE
159,GEO,Integrated National Energy and Climate Plan of Georgia,"Ministry of Environmental Protection and Agriculture of Georgia, 
Ministry of Economy and Sustainable Development of
Georgia",National strategy or plans (approved),2023-07-21,https://www.energy-community.org/dam/jcr:4dfd3e00-78c0-47a8-a2d9-01ec62459010/National__Energy_and_Climate_Plan_of_Georgia_(DRAFT)%20(2).pdf,"The EU and Georgia signed an Association Agreement, which entered into force in July 2016. Following this development, Georgia joined as a Contracting Party in the region's Energy Community in 2017. Fulfilment of the Energy Community Treaty includes the development of an Integrated National Energy and Climate Plan (INECP), which was prepared by the Ministry of Economy and Sustainable Development and the Ministry of Environment and Agriculture of Georgia in 2023.

Explicit 2030 targets for both share of generation and capacity with fuel breakdowns are provided in the plan. Four scenarios are presented: NECP, Business as Usual (BAU), the first alternative scenario, and the second alternative scenario.  Based on the priorities and goals of the country's energy policies, it is indicated that the NECP scenario was selected as the main scenario referenced in the report. As such, data in the tracker also refers to the NECP scenario.","Section 7.2, Electricity and Heat: 

p. 169 (2) Gross electricity generation by fuel (all energy products) [GWh]

p. 170, (4) Capacity electricity generation by source, including retirements and new investment [MW]

Capacity figures are also provided in Table 4-19: Projections of development of electricity capacity (MW) in the WEM and NECP scenarios.",TRUE
160,SGP,Singapore's Climate Action Plan,Ministry of Sustainability and the Environment,National strategy or plans (approved),2020-01-01,https://www.mnd.gov.sg/docs/default-source/mnd-documents/publications-documents/climate-action-plan---take-action-today.pdf,"Singapore's Ministry of Sustainability and the Environment has prepared the Climate Action Plan in 2020. The Plan states that Singapore is committed to delivering on its climate commitments by implementing the 2030 Agenda for Sustainable Development and the Sustainable Development Goals (SDGs). It is indicated that the comprehensive suite of measures provided in the plan will help deliver Singapore's goals and that solar energy is the country's most viable source of renewable energy.

Singapore's national target is to deploy at least 2 GW by 2030, of which the public sector will support a majority of by deploying at least 1.5 GW of solar energy by 2030.","p. 3 of the plan: ""Increase deployment of solar energy
 to at least 2GWp by 2030""",TRUE
161,MKD,National Energy and Climate Plan of the Republic of North Macedonia,"Republic of North Macedonia, Ministry of Economy",National strategy or plans (approved),2020-07-01,https://www.energy-community.org/dam/jcr:bbb63b32-6446-4df8-adc6-c90613daf309/Draft_NECP_NM_%202020.pdf,"The National Energy and Climate Plan (NECP) for the Republic of North Macedonia was prepared by the Ministry of Economy in June 2020 and was adopted in May 2022 in support of the country's NATO membership and EU accession negotiations. The targets as part of the NECP are legally binding.

The energy sector contributes to around 70% of the emissions in the country due to fossil fuel combustion; therefore, promoting the transition of the energy sector towards low-carbon technologies is indicated to be a key objective in promulgating a strong plan for the gradual decommissioning of the coal power plants and accelerating the adoption of renewables in electricity generation. Explicit targets for capacity and share of generation in 2030 are provided in the NECP, referencing the ""Enhanced Scenario with Additional Measures."" The document states that the share of gross electricity production will reach 66% by 2030.

Additionally, it is noted that Macedonia sets a 2030 objective to have 250 MW PV roof-top systems – either through prosumers or systems from which the overall produced electricity will be used for own use or for storage.","p. 43, 
Table 2: Renewable Energy - 66% share of in gross electricity production 

Figure 32 for total share of generation for the electricity sector

Figure 33. Estimated trajectory by RES technology in gross final energy consumption, electricity sector provided in mtoe

Figure 34: Trajectory of the installed capacity from RES for electricity production, by technology

p. 82-83, solar rooftop power plants and solar thermal collectors",TRUE
162,ALB,Draft of the National Energy and Climate Plan of the Republic of Albania,Ministry of Infrastructure and Energy of Albania,National strategy or plans (approved),2021-07-19,https://www.energy-community.org/dam/jcr:a0c2b8a8-96c8-4423-993a-537cf51daa65/Draft_NECP_AL_%202021.pdf,"The National Energy and Climate Plan of the Republic of Albania was prepared by the Ministry of Infrastructure and Energy and was adopted in December 2021. It incorporates revision and feedback from the European Energy Community Secretariat. Albania's NECP builds upon the National Energy Strategy and the National Sector Strategy for Energy 2018-2030 reports and serves as the core strategic document for the country’s energy sector.

Albania currently depends almost exclusively on hydropower for its electricity generation, whereby 98% of its current electricity generation comes from hydropower. The country stands vulnerable to unfavourable hydrological conditions exacerbated in the summer months by the increasing effects of climate change. Thus, it is stated that investments in renewable energy projects will focus on technologies other than hydropower, pivoting to wind and solar, and 2030 renewable capacity provided in the plan adds up to carry forward only existing hydropower capacity. As such, 2030 hydropower capacity is carried forward in the tracker; solar and wind targets reference the With Additional Measures (WAM) scenario. In the document, share of generation from renewables in 2030 is indicated as 107%. This figure incorporates exports. As such, 2030 share of generation target in the tracker is captured as 100%.","Share of Generation figures:
p. 149, Table 22: RES-E share (renewable share in electricity generation

Capacity figures:
p. 80: ""70 MW of PV to be added per year from 2024 to 2030 (total of 490 MW). 60 MW of wind capacity to be added from 2026 to 2030 (total of 300 MW)""

Table 30 shows total Renewable Capacity (MW) is 3307 in 2030, which is in line with the current hydropower capacity of 2501 MW, added with the 490 MW of solar and 300 MW of wind.",TRUE
163,XKX,National Energy and Climate Plan of the Republic of Kosovo 2025-2030,Republic of Kosovo and Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH,National strategy or plans (approved),2023-07-10,https://www.energy-community.org/dam/jcr:e6badfbe-313d-4ebc-a450-416dcdbd5499/20230714_Final%20Version_First%20Draft%20NECP%202025-2030%20of%20Kosovo.pdf,"By signing the Sofia Declaration on the Green Agenda for the Western Balkans as part of the ""Berlin Process"" in November 2020, the Western Balkan countries have pledged to follow the European Union in its decarbonisation pathway towards a carbon-neutral economy by 2050. As such, the Republic of Kosovo published the draft version of its National Energy and Climate Plan (NECP) in July 2023, drafted in partnership with GIZ (Deutsche Gesellschaft für Internationale Zusammenarbeit). The Plan is based mainly on the targets and policies contained in the approved Energy Strategy (2022-2031). The plan also fulfils Kosovo's requirement to submit an NECP as a contracting party to the Energy Community. Explicit targets for both share of generation and capacity are provided in the document.

Kosovo projects to have no imports in 2030. As such, gross final consumption for electricity figures are taken from the document as share of generation.","Figure 33. Installed electricity generation capacities (projection)

Figure 54. Electricity mix in gross final consumption by source (after 2021: projections) => Share of electricity generation ",TRUE
164,KAZ,Doctrine (strategy) of achieving carbon neutrality of the Republic of Kazakhstan until 2060,Ministry of Ecology and Natural Resources of the Republic of Kazakhstan,National strategy or plans (approved),2021-09-23,https://legalacts.egov.kz/npa/view?id=11488215,"In December 2020, Kazakhstan announced its goal of achieving carbon neutrality by 2060, reaffirming its commitments under the Paris Agreement. Following the President's address in September 2020, it was determined that the National Action Plan was to be implemented, which instigated the preparation of the ""Doctrine (Strategy) of Achieving Carbon Neutrality of the Republic of Kazakhstan until 2060"". The doctrine was prepared by the Ministry of Ecology and Natural Resources in September 2021, having undergone public consultation.

The document shows scenario analysis and assessment of investments necessary for the transition to carbon neutrality, which are based on integrated modelling of technological solutions, system dynamics and macroeconomic outlooks. Two scenarios are presented: ""Basic"" and ""Carbon Neutrality"". The tracker references data from the ""Carbon Neutrality"" scenario as the more ambitious. ","Data is provided in text in billion kWh (equivalent to TWh), and no labelled figures are presented in the document. Targets are under section ""3.19 Fossil fuel subsidies"" of the body of the text.",TRUE
165,MNE,Energy Development Strategy of Montenegro until 2030,"Government of Montenegro, Ministry of Economic Development",National strategy or plans (approved),2021-04-08,https://www.gov.me/en/documents/eac811f8-4b13-46ce-97c4-412b8d1ebb8a,"The Ministry of Economy prepared the document titled ""Energy Development Strategy of Montenegro until 2030"" in May 2014, the legal basis of which is enshrined by the Law on Energy (ZoE). The document was published in April 2021. The Strategy defined Montenegro's long-term development goals and guidelines in multiple fields, including the energy sector, and was adopted by the Government of Montenegro as the key document on energy policy. The Ministry of Economy serves as the country's governing body responsible for energy. Explicit targets are demonstrated for generation from renewables in 2030; however, capacity targets are not provided. It is stated that the use of renewables in the gross consumption of final energy will reach 45% by 2030.

Capacity targets for small hydro are provided for 2025, for which no further growth is assumed. Targets for large hydro show additional capacity. As such, total target for 2030 is comprised of current hydro capacity in 2021, 2025 small hydro capacity, 2030 large hydro capacity additions.

Share of renewable generation is calculated by dividing total renewable generation divided by total generation in 2030.","Electricity generation: p. 80: 
""Tabela 13.2: Korišćenje OIE prema EB i izračunavanje OIE za proizvodnju električne energije"", which translates to: ""Table 13.2: Use of RES according to EB and calculation of RES for electricity production (GWh)""

Installed capacity: p. 42-43

p. 53: total generation number",TRUE
166,MDA,National Energy and Climate Plan of Moldova ,Ministry of Energy of the Republic of Moldova,National strategy or plans (approved),2023-12-01,https://www.energie.gov.md/en/content/integrated-national-energy-and-climate-plan-approved-government,"Along with Georgia and Ukraine, Moldova signed an Association Agreement (AA) with the
European Union that entered into force in July 2016. In adherence with the AA, the Republic of Moldova launched the National Energy and Climate Plan of Moldova in December 2023, serving as the country's main strategic planning framework and policy document to guide how objectives and targets towards 2050 can be achieved. It was developed based on the relevant primary legislation in all sectors. The NECP provides a With Existing Measures (WEM) and a With Planned Measures (WPM). The tracker references data from the WPM scenario, as it includes a more ambitious outlook on the deployment of renewables. Explicit targets for installed capacity in 2030 are provided, as well as generation figures, albeit in kilotonnes of oil equivalent (ktoe).","Capacity: Table 14. Trajectories by renewable energy technology (WPM) in the period 2016 – 2050

Share of generation: Table 11. Trajectories for renewable heating and cooling, electricity and transport (WPM) in the period 2016 – 2050 ",TRUE
167,UZB,Concept note for ensuring electricity supply in Uzbekistan in 2020-2030,Ministry of Energy,National strategy or plans (approved),2020-04-30,https://climate-laws.org/document/concept-note-for-ensuring-electricity-supply-in-uzbekistan-2020-2030_0b60,"In 2020, the Ministry of Energy of Uzbekistan published the “Concept Note for ensuring electricity supply in Uzbekistan in 2020-2030”, enshrining its plans for power capacity development in the country. The concept note was developed to satisfy growing demand in Uzbekistan and to ensure further balanced development of the power sector based on international best practices and modern trends in the development of the electricity sector.

The document provides 2030 targets on demand, consumption, total capacity, capacity breakdowns by technology and generation breakdowns by technology, as well as share of generation. Generation figures are provided in billion kWh, which are taken as equivalent to TWh. Furthermore, it is indicated that the targets may be revised in the upcoming years with more ambitious figures for solar and wind.","Generation: 
p. 18, Figure 12 - Growth of capacity in 2019-2030, MW

Capacity:
p. 12, Figure 10 - Renewable-based generation structure by 2030

p. 19, Figure 13 - Generator power changes between 2019 and 2030, billion kWh",TRUE
